Category;Code;DE_Original;EN_Original
Identical DE/EN;01.12.01.08.01.05.1001;EPA Method 415.3;EPA Method 415.3
Identical DE/EN;01.12.01.08.01.05.1002;EPA Method 415.1;EPA Method 415.1
Identical DE/EN;01.12.01.08.01.05.1003;ASTM D7573;ASTM D7573
Identical DE/EN;01.12.01.08.04.05.1002;EPA Method 410.4;EPA Method 410.4
Identical DE/EN;01.12.01.08.08.05.1001;ASTM D5904;ASTM D5904
Extreme Length Difference;01.12.02.05.1000;annex XIII.;The substance in the mixture does not meet the PBT/vPvB criteria according to REACH
Extreme Length Difference;01.12.02.05.2000;annex XIII.;The substances in the mixture does not meet the PBT/vPvB criteria according to REACH
Extreme Length Difference;01.13.01.01.01.02.1001;etc.);Deposit into or on to land (e.g. landfill
Extreme Length Difference;01.13.01.01.01.04.01.;MINING;WASTES RESULTING FROM EXPLORATION
Extreme Length Difference;01.13.01.01.01.04.04.01.1008;shavings;waste tanned leather (blue sheetings
Extreme Length Difference;01.13.01.01.01.04.06.04.1003;Abfälle;wastes containing other heavy metals
Extreme Length Difference;01.13.01.01.01.04.06.06.1001;Abfälle;wastes containing hazardous sulphides
Extreme Length Difference;01.13.01.01.01.04.06.08.1001;Abfälle;waste containing hazardous chlorosilanes
Extreme Length Difference;01.13.01.01.01.04.06.10.1001;Abfälle;wastes containing hazardous substances
Extreme Length Difference;01.13.01.01.01.04.06.12.1005;Ofen- und Kaminruß;Soot
Extreme Length Difference;01.13.01.01.01.04.07.02.1013;Abfälle;waste containing hazardous silicones
Extreme Length Difference;01.13.01.01.01.04.07.06.;grease;wastes from the MFSU of fats
Extreme Length Difference;01.13.01.01.01.04.10.03.1010;Filterstaub;flue-gas dust containing hazardous substances
Extreme Length Difference;01.13.01.01.01.04.10.12.;bricks;wastes from manufacture of ceramic goods
Extreme Length Difference;01.13.01.01.01.04.14.01.1001;HCFC;chlorofluorocarbons
Extreme Length Difference;01.13.01.01.01.04.16.;ABFÄLLE;WASTES NOT OTHERWISE SPECIFIED IN THE LIST
Extreme Length Difference;01.13.01.01.01.04.16.07.1002;Abfälle;wastes containing other hazardous substances
Extreme Length Difference;01.13.01.01.01.04.16.08.1001;silver;spent catalysts containing gold
Extreme Length Difference;01.13.01.01.01.04.17.02.;glass and plastic;wood
Extreme Length Difference;01.13.01.01.01.04.17.05.1003;Baggergut;dredging spoil containing hazardous substances
Extreme Length Difference;01.13.01.01.01.04.19.01.1001;Eisenteile;ferrous materials removed from bottom ash
Extreme Length Difference;01.13.01.01.01.04.19.12.1006;Holz;wood containing hazardous substances
Extreme Length Difference;01.13.01.01.03.00.4000;Abfallschlüssel Produkt;The waste code has to be identified in agreement with the disposal company or the competent authority.
Extreme Length Difference;01.14.06.1000;Beförderung in Gefäßen mit einem Fassungsraum von höchstens 450 Litern unterliegen nicht den Vorschriften des ADR/RID;Carry in frozen state.
Identical DE/EN;01.14.08.05.04.4000;Cargo Aircraft only.;Cargo Aircraft only.
Extreme Length Difference;01.15.01.01.01.02.01.;no.:;Use restriction according to REACH annex XVII
Extreme Length Difference;01.15.01.01.01.03.6000;asthma;People who suffer from skin sensitization problems
Extreme Length Difference;01.15.01.01.02.02.01.00.2000;Verwendungsbeschränkungen;The fuel is subject to use restrictions according to Article 34(4) of the Industrial Emissions Directive (2010/75/EU).
Extreme Length Difference;01.15.01.01.02.02.01.00.3000;Verwendungsbeschränkungen;The fuel is not subject to use restrictions according to Article 34(4) of the Industrial Emissions Directive (2010/75/EU).
Identical DE/EN;01.15.01.01.02.02.03.01.04.1000;ISO 11890-1;ISO 11890-1
Identical DE/EN;01.15.01.01.02.02.03.01.04.2000;ISO 11890-2;ISO 11890-2
Identical DE/EN;01.15.01.01.02.02.03.02.03.1001;EN ISO 3251;EN ISO 3251
Extreme Length Difference;01.15.01.01.02.03.;Farben und Lacke;Directive 2004/42/EC on the limitation of emissions of volatile organic compounds
Identical DE/EN;01.15.01.01.02.04.01.2001;ASTM D2369;ASTM D2369
Extreme Length Difference;01.15.01.01.02.06.01.1002;Desinfektionsmittel;Product-type 2: Disinfectants and algaecides not intended for direct application to humans or animals
Extreme Length Difference;01.15.01.01.02.07.02.1011;nickel dioxide;Nickel compounds in inhalable powder form: nickel monoxide
Identical DE/EN;01.15.01.01.02.07.02.1049;4-Nitrodiphenyl;4-Nitrodiphenyl
Extreme Length Difference;01.15.01.01.02.07.02.1062;Natriumhypochlorit-Gemische;Mixtures of sodium hypochlorite classified as Aquatic Acute Category 1 [H400] containing less than 5 % active chlorine and not classified under any of the other hazard categories in Part 1 of Annex I
Extreme Length Difference;01.15.01.01.02.07.04.4000;Part 2.;Substance not named in Annex I
Extreme Length Difference;01.15.01.01.02.09.01.1004;Stoffe;substances which have been proved to possess carcinogenic properties in or via the aquatic environment
Identical DE/EN;01.15.01.01.02.09.02.01.1003;Nickel;nickel
Identical DE/EN;01.15.01.01.02.09.02.01.1012;Barium;barium
Identical DE/EN;01.15.01.01.02.09.02.01.1013;Beryllium;beryllium
Identical DE/EN;01.15.01.01.02.09.02.01.1016;Vanadium;vanadium
Extreme Length Difference;01.15.01.01.02.09.02.08.;Stoffe;Substances which have an adverse effect on the oxygen balance
Extreme Length Difference;01.15.01.02.01.01.05.01.1003;Category 1;H3 STOT SPECIFIC TARGET ORGAN TOXICITY  SINGLE EXPOSURE STOT SE
Extreme Length Difference;01.15.01.02.01.01.05.01.1014;Type C;P6b Self-reactive substances and mixtures
Identical DE/EN;01.15.01.02.01.01.05.02.1033;Bis(2-dimethylaminoethyl)-methylamin;Bis(2-dimethylaminoethyl)-methylamin
Extreme Length Difference;01.15.01.02.01.01.05.02.1055;nickel dioxide;Nickel compounds in inhalable powder form (nickel monoxide
Extreme Length Difference;01.15.01.02.01.01.05.04.5000;No 2.;The classification of this product as a named substance is based on the mixing rule according to Annex I
Extreme Length Difference;01.15.01.02.01.01.05.04.6000;No. 5;For the application of the addition rules according to Annex I
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1001;5.2.1;5.2.1
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1002;5.2.2;5.2.2
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1003;5.2.4;5.2.4
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1004;5.2.5;5.2.5
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1005;5.2.7.1.1;5.2.7.1.1
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1006;5.2.7.1.2;5.2.7.1.2
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1007;5.2.7.1.3;5.2.7.1.3
Invalid or Nonsense Content;01.15.01.02.01.01.08.03.1008;5.2.7.2;5.2.7.2
Extreme Length Difference;01.15.01.02.01.01.11.01.;No. 2.3:;Assignment of organic peroxides to hazard groups according to GefStoffV Annex III
Extreme Length Difference;01.15.01.02.01.01.12.02.00.1000;3a.;Documentation of self-classification carried out according to VwVwS
Extreme Length Difference;01.15.01.02.01.01.12.02.00.2000;3a.;Documentation of self-classification not carried out according to VwVwS
Identical DE/EN;01.15.01.02.01.01.14.2000;5 MuSchRiV.;5 MuSchRiV.
Identical DE/EN;01.15.01.02.01.01.14.3000;22 JArbSchG.;22 JArbSchG.
Identical DE/EN;01.15.01.02.01.01.14.4000;4 MuSchRiV.;4 MuSchRiV.
Identical DE/EN;01.15.01.02.01.01.15.01.1001;Wasch- und Reinigungsmittelgesetz;Wasch- und Reinigungsmittelgesetz
Identical DE/EN;01.15.01.02.01.01.15.01.1002;Kosmetikverordnung;Kosmetikverordnung
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1001;TRGS 201;TRGS 201
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1002;TRGS 220;TRGS 220
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1003;TRGS 400;TRGS 400
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1004;TRGS 401;TRGS 401
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1005;TRGS 402;TRGS 402
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1006;TRBA/TRGS 430;TRBA/TRGS 430
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1007;TRGS 407;TRGS 407
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1008;TRGS 410;TRGS 410
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1009;TRGS 420;TRGS 420
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1010;TRGS 430;TRGS 430
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1011;TRGS 500;TRGS 500
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1012;TRGS 504;TRGS 504
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1013;TRGS 505;TRGS 505
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1014;TRGS 507;TRGS 507
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1015;TRGS 509;TRGS 509
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1016;TRGS 510;TRGS 510
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1017;TRGS 511;TRGS 511
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1018;TRGS 512;TRGS 512
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1019;TRGS 513;TRGS 513
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1020;TRGS 522;TRGS 522
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1021;TRGS 526;TRGS 526
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1022;TRGS 528;TRGS 528
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1023;TRGS 552;TRGS 552
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1024;TRGS 553;TRGS 553
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1025;TRGS 557;TRGS 557
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1026;TRGS 559;TRGS 559
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1027;TRGS 560;TRGS 560
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1028;TRGS 561;TRGS 561
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1029;TRGS 611;TRGS 611
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1030;TRGS 614;TRGS 614
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1031;TRGS 615;TRGS 615
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1032;TRGS 727;TRGS 727
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1033;TRGS 745/TRBS 3145;TRGS 745/TRBS 3145
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1034;TRGS 746/TRBS 3146;TRGS 746/TRBS 3146
Identical DE/EN;01.15.01.02.01.01.15.01.1003.1037;TRGS 905;TRGS 905
Identical DE/EN;01.15.01.02.01.01.15.01.1008;Altöl-Verordnung (AltölV);Altöl-Verordnung (AltölV)
Identical DE/EN;01.15.01.02.01.01.15.01.1010;Betriebssicherheitsverordnung (BetrSichV);Betriebssicherheitsverordnung (BetrSichV)
Extreme Length Difference;01.15.01.02.01.1000.1002;No. 53;Labeling: Journal of Laws of 2009
Extreme Length Difference;01.15.01.02.01.1000.1003;No. 171;Classification: Journal of Laws of 2003
Extreme Length Difference;01.15.01.02.01.1000.1004;No. 128;Packaging: Journal of Laws of 2004
Extreme Length Difference;01.15.01.02.01.1000.1005.1001;No. 62;Act of 27 April 2001 on the Environmental Protection Law (Journal of Laws of 2001
Extreme Length Difference;01.15.01.02.01.1000.1005.1002;item 638;Act of 11th May 2001 on packaging and packaging waste (J. of L. No. 63
Extreme Length Difference;01.15.01.02.01.1000.1005.1003;No. 112;Regulation of the Minister of the Environment of 27 September 2001 on the waste catalogue (Journal of Laws of 2001
Extreme Length Difference;01.15.01.02.01.1000.1005.1004;No. 62 item 628;Law of 27 April 2001 on Waste Management (Journal of Laws of 2001
Extreme Length Difference;01.15.01.02.01.1000.1006;No. 199;Law of 28 October 2002 on road transport of dangerous goods (Journal of Laws of 2002
Extreme Length Difference;01.15.01.02.01.1000.1007;No. 168;Trade bans: Journal of Laws 2004
Extreme Length Difference;01.15.01.02.01.1001.01.1000;commercial hazardous waste shall be delivered to a disposal company.;In Switzerland
Identical DE/EN;01.15.01.02.02.01.01.1001;EINECS/ELINCS;EINECS/ELINCS
Identical DE/EN;01.15.01.02.02.01.01.1002;REACH;REACH
Identical DE/EN;01.15.01.02.02.01.01.1006;ENCS/ISHL;ENCS/ISHL
Identical DE/EN;01.15.01.02.02.01.01.1009;K-REACH;K-REACH
Identical DE/EN;01.15.01.02.02.01.01.1010;PICCS;PICCS
Identical DE/EN;01.15.01.02.02.01.01.1011;IECSC;IECSC
Identical DE/EN;01.15.01.02.02.01.01.1012;NZIoC;NZIoC
Identical DE/EN;01.15.01.02.02.01.01.1016;EHSNR;EHSNR
Identical DE/EN;01.15.01.02.02.01.01.1017;VNECI;VNECI
Identical DE/EN;01.15.01.02.02.01.01.1018;KKDIK;KKDIK
Identical DE/EN;01.15.01.02.02.01.01.1020;UK-REACH;UK-REACH
Extreme Length Difference;02.02.01.01.02.11.1000;Category 2;Target organ toxicity (repeated exposure)
Extreme Length Difference;02.02.02.03.00.02.1000;read and follow all safety instructions before use.;Obtain
Extreme Length Difference;02.15.01.2000;Das Gemisch enthält Stoffe;The mixture contains substances that are subject to the Montreal Protocol on Substances that Deplete the Ozone Layer.
Extreme Length Difference;02.15.01.4000;Das Gemisch enthält Stoffe;The mixture contains substances that are subject to the Stockholm Convention on Persistent Organic Pollutants.
Extreme Length Difference;02.15.01.8000;Das Gemisch enthält Stoffe;The mixture contains substances that are subject to Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal.
Identical DE/EN;03.02.02.02.02.01.;New Jersey (NJ);New Jersey (NJ)
Extreme Length Difference;03.02.03.;Gefahren;Hazards not otherwise classified (HNOC)
Identical DE/EN;03.08.01.01.01.1001;OSHA PEL;OSHA PEL
Identical DE/EN;03.08.01.01.01.1002;ACGIH TLV;ACGIH TLV
Identical DE/EN;03.08.01.01.01.1003;NIOSH REL;NIOSH REL
Identical DE/EN;03.08.01.01.01.1004;Cal/OSHA PEL;Cal/OSHA PEL
Identical DE/EN;03.08.01.01.04.1001.00.1007;mppcf;mppcf
Identical DE/EN;03.08.01.02.01.1001;AIHA WEEL;AIHA WEEL
Identical DE/EN;03.08.01.02.01.1002;DOE TEEL;DOE TEEL
Identical DE/EN;03.08.01.03.01.1001;ACGIH BEI;ACGIH BEI
Identical DE/EN;03.11.01.01.03.01.;ACGIH;ACGIH
Identical DE/EN;03.11.01.01.03.03.;NTP RoC;NTP RoC
Identical DE/EN;03.11.01.01.03.04.01.03.1001;listed;Listed
Extreme Length Difference;03.13.01.02.;Kontaminierte Verpackungen sind restlos zu entlee ren, und können nach entsprechender Reinigung wiederverwendet werden.;Contaminated packaging
Identical DE/EN;03.15.01.01.01.;Toxic Substances Control Act (TSCA);Toxic Substances Control Act (TSCA)
Extreme Length Difference;03.15.01.01.01.02.00.1003.;LoREX);Low Volume Exemption (LVE
Identical DE/EN;03.15.01.01.02.03.06.00.01.;Final RQ;Final RQ
Identical DE/EN;03.15.01.01.02.04.05.;CERCLA RQ;CERCLA RQ
Identical DE/EN;03.15.01.01.02.04.07.;RCRA Code;RCRA Code
Identical DE/EN;03.15.01.01.02.04.08.;CAA 112(r) TQ;CAA 112(r) TQ
Identical DE/EN;03.15.01.02.03.03.;PC Code;PC Code
Identical DE/EN;03.15.01.02.05.01.;Controlled Substances List;Controlled Substances List
Extreme Length Difference;03.15.02.02.01.01.;Title 8;Directors List of Hazardous Substances (§339
Identical DE/EN;03.15.02.02.03.;Pennsylvania (PA);Pennsylvania (PA)
Identical DE/EN;03.15.02.02.04.;Illinois (IL);Illinois (IL)
Identical DE/EN;03.15.02.02.05.;Louisiana (LA);Louisiana (LA)
Identical DE/EN;03.15.02.02.06.;Massachusetts (MA);Massachusetts (MA)
Identical DE/EN;03.15.02.02.07.;Minnesota (MN);Minnesota (MN)
Identical DE/EN;03.15.02.02.08.;Rhode Island (RI);Rhode Island (RI)
Extreme Length Difference;03.16.01.01.1008;allows chemicals to burn without an air supply;Oxidizer
Extreme Length Difference;03.16.02.01.1005;major or permanent damage may result from single or repeated overexposures;Life-threatening
Extreme Length Difference;03.16.02.02.1002;Materialien;Materials that must be preheated before ignition will occur
Extreme Length Difference;03.16.02.02.1003;Materialien;Materials which must be moderately heated or exposed to high ambient temperatures before ignition will occur
Extreme Length Difference;03.16.02.02.1004;Materialien;Materials capable of ignition under almost all normal temperature conditions
Extreme Length Difference;03.16.02.03.1002;Materialien;Materials that are normally stable but can become unstable (self-react) at high temperatures and pressures. Materials may react non-violently with water or undergo hazardous polymerization in the absence of inhibitors
Extreme Length Difference;03.16.02.03.1003;Materialien;Materials that are unstable and may undergo violent chemical changes at normal temperature and pressure with low risk for explosion. Materials may react violently with water or form peroxides upon exposure to air
Extreme Length Difference;03.16.02.03.1004;decompose;Materials that may form explosive mixtures with water and are capable of detonation or explosive reaction in the presence of a strong initiating source. Materials may polymerize
Extreme Length Difference;07.01.01.04.00.1023.1001;Industrielle Verwendung von Prozesshilfsmitteln, die nicht Teil eines Erzeugnisses werden;Industrial uses
Extreme Length Difference;07.01.01.04.01.1008;education;Professional uses: Public domain (administration
Extreme Length Difference;07.01.01.05.01.1002;continuous process with occasional controlled exposure;Use in closed
Extreme Length Difference;07.01.01.05.01.1008;compression;Production of preparations or articles by tabletting
Extreme Length Difference;07.01.01.06.02.1006;rubbers;Industrial use of process regulators for polymerisation processes in production of resins
Identical DE/EN;07.01.01.07.00.1000;ACEA SPERC 4.2.a.v4;ACEA SPERC 4.2.a.v4
Identical DE/EN;07.01.01.07.00.2000;ACEA SPERC 4.2.b.v4;ACEA SPERC 4.2.b.v4
Identical DE/EN;07.01.01.07.00.3000;ACEA SPERC 5.2.b.v4;ACEA SPERC 5.2.b.v4
Identical DE/EN;07.01.01.07.00.4000;ACEA SPERC 4.1.a.v4;ACEA SPERC 4.1.a.v4
Identical DE/EN;07.01.01.07.00.5000;ACEA SPERC 4.1.b.v4;ACEA SPERC 4.1.b.v4
Identical DE/EN;07.01.01.07.00.6000;ACEA SPERC 4.1.c.v4;ACEA SPERC 4.1.c.v4
Identical DE/EN;07.01.01.07.00.7000;ACEA SPERC 5.1.a.v4;ACEA SPERC 5.1.a.v4
Identical DE/EN;07.01.01.07.00.8000;ACEA SPERC 5.1.b.v4;ACEA SPERC 5.1.b.v4
Identical DE/EN;07.01.01.07.00.9000;ACEA SPERC 12a.1.b.v4;ACEA SPERC 12a.1.b.v4
Extreme Length Difference;07.01.01.07.01.48000;gel);DRAIN PRODUCTS (powder
Extreme Length Difference;07.01.01.07.01.55000;liquid;MACHINE DISHWASHING (powder
Extreme Length Difference;07.01.01.10.01.01.1001;continuous action (solid and liquid);Air care
Extreme Length Difference;07.01.01.10.01.01.1011;trigger sprays (all purpose cleaners;Cleaners
Extreme Length Difference;07.01.01.10.01.01.2018;tile glue;Subcategory: Glues DIY-use (carpet glue
Extreme Length Difference;07.01.01.10.01.01.2033;glue-;Subcategory: Removers (paint-
Extreme Length Difference;07.01.01.11.00.1003;Andere Fahrzeuge: Schienenfahrzeuge, Luftfahrzeug e, Wasserfahrzeuge, Boote, Lastkraftwagen und zugehörige Transportausrüstu;Other vehicles
Extreme Length Difference;07.01.01.11.01.1009;textiles and apparel: curtains;Fabrics
Extreme Length Difference;07.01.01.11.03.01.1045;outdoor equipment;Toys
Extreme Length Difference;07.01.01.11.03.01.1046;ceramic;Constructional articles and building material for indoor use: wall construction material
Extreme Length Difference;07.01.01.11.03.01.1047;road surface material;Constructional articles and building material for outdoor use: wall construction material
Extreme Length Difference;07.02.01.35000;Use in Oil and Gas field drilling and production operations;GEST5_P
Extreme Length Difference;07.02.01.36000;Metal working fluids / rolling oils;GEST7_P
Identical DE/EN;07.02.10.01.03.01.3000;Aerosol;aerosol
Extreme Length Difference;07.02.10.01.04.;Verwendete Mengen gesamt oder pro Zeiteinheit beg renzen.;Amounts used
Identical DE/EN;07.02.10.01.04.01.1005;L/min;L/min
Identical DE/EN;07.02.10.01.04.01.1007;kg/ha;kg/ha
Extreme Length Difference;07.02.10.01.11.01.26013;oil skimmers;Assumes no free product in wastewater stream oil-water separation (e.g. via oil water separators
Extreme Length Difference;07.02.10.01.14.00.34008;thermal oxidation);Vapour recovery (e.g. adsorption) or other technique for reducing volatiles emissions (incineration
Identical DE/EN;07.02.10.01.14.00.4000;Sedimentation;Sedimentation
Identical DE/EN;07.02.10.01.14.00.7001;Biofiltration;Biofiltration
Extreme Length Difference;07.02.10.02.01.1032;pastels;Hand application - fingerpaints
Extreme Length Difference;07.02.10.02.01.31000;dipping;Ad hoc manual application via trigger sprays
Extreme Length Difference;07.02.10.02.04.00.129000;such as refuelling of vehicles).;Ensure that the handling reduces contact between product and adjacent air (e.g. transfer of liquid through a small filling opening
Extreme Length Difference;07.02.10.02.04.00.7000;e.g. spraying.;Other skin protection measures such as impervious suits and face shields may be required during high dispersion activities which are likely to lead to substantial aerosol release
Extreme Length Difference;07.02.10.02.05.01.21000;animal pellets.;Low dustiness: Handling the product does not result in a visible dust cloud. For example
Extreme Length Difference;07.02.10.02.05.01.22000;sand.;Medium dustiness: Handling the product in its dry form results in a dust cloud that settles quickly due to gravity. For example
Extreme Length Difference;07.02.10.02.05.01.23000;talcum powder.;High dustiness: Handling the product in its dry form results in a dust cloud that is clearly visible for some time. For example
Extreme Length Difference;07.02.10.02.05.04.1000;7 and 8.;Operational Conditions and Risk Management Measures addressing physical-chemical hazards can be found in sections 2 (P statements)
Extreme Length Difference;07.02.10.02.05.04.2000;10 and 15.;Supporting information may also be found in sections 6
Identical DE/EN;07.02.10.02.07.02.01.1008;min/h;min/h
Extreme Length Difference;07.02.10.02.08.2000;scraping paint).;Covers manual handling of wood resulting in a limited amount of dust (e.g. manual sawing
Extreme Length Difference;07.02.10.02.08.3000;chainsaw;Covers mechanical handling of wood resulting in a limited amount of dust (e.g. planner
Extreme Length Difference;07.02.11.02.01.46008;towels;Clothing (all kind of materials)
Extreme Length Difference;07.02.12.02.2000;RCRs > 1);If scaling reveals a condition of unsafe use (i.e.
Extreme Length Difference;07.02.13.1000;material transfers;Use of substance as an intermediate (not related to Strictly Controlled Conditions). Includes recycling/recovery
Extreme Length Difference;07.02.13.11000;application;Covers the consumer use of formulated lubricants in closed and open systems including transfer operations
Extreme Length Difference;07.02.13.18000;use;Covers the use as a fuel (or fuel additive) and includes activities associated with its transfer
Extreme Length Difference;07.02.13.21000;material transfers;Manufacture of the substance or use as a process chemical or extraction agent within closed or contained systems. Includes incidental exposures during recycling/ recovery
Extreme Length Difference;07.02.13.23000;material transfers;Use of substance as an intermediate within closed or contained systems (not related to Strictly Controlled Conditions). Includes incidental exposures during recycling/ recovery
Extreme Length Difference;07.02.13.5000;brushing;"Covers the use as a component of cleaning products including pouring/unloading from drums or containers; and exposures during mixing/diluting in the preparatory phase and cleaning activities (including spraying"
Extreme Length Difference;07.02.13.50000;material transfers;Manufacture of the substance or use as a process chemical or extraction agent. Includes recycling/ recovery
Extreme Length Difference;07.02.13.59000;hydraulic fluids;Use of sealed items containing functional fluids e.g. transfer oils
Extreme Length Difference;07.02.13.6000;aerosols;Covers general exposures to consumers arising from the use of household products sold as washing and cleaning products
Extreme Length Difference;07.02.13.7000;on-site formulation;Oil field well drilling and production operations (including drilling muds and well cleaning) including material transfers
Extreme Length Difference;07.02.13.8000;on-site formulation;Oil field well drilling operations (including drilling muds and well cleaning) including material transfers
Extreme Length Difference;08.02.;ERKLÄRUNG;DECLARATION THAT RISK MANAGEMENT MEASURES ARE IMPLEMENTED
Extreme Length Difference;08.03.;ERKLÄRUNG;DECLARATION THAT RISK MANAGEMENT MEASURES ARE COMMUNICATED
Extreme Length Difference;08.09.02.;gas);Flammability (solid
Identical DE/EN;09.02.1004;mm Hg;mm Hg
Identical DE/EN;09.02.1011;N/cm²;N/cm²
Identical DE/EN;09.02.1012;N/mm²;N/mm²
Identical DE/EN;09.02.1013;mm H2O;mm H2O
Identical DE/EN;09.02.1015;hPa/s;hPa/s
Identical DE/EN;09.02.1016;kPa/s;kPa/s
Identical DE/EN;09.03.1003;mg/cm³;mg/cm³
Identical DE/EN;09.03.1005;µg/cm³;µg/cm³
Identical DE/EN;09.03.1006;µg/mL;µg/mL
Identical DE/EN;09.03.1007;ng/cm³;ng/cm³
Identical DE/EN;09.03.1008;ng/mL;ng/mL
Identical DE/EN;09.03.1010;mg/dm³;mg/dm³
Identical DE/EN;09.03.1012;g/dm³;g/dm³
Identical DE/EN;09.03.1014;kg/dm³;kg/dm³
Identical DE/EN;09.04.1011;ng/mg;ng/mg
Identical DE/EN;09.04.1012;µg/mg;µg/mg
Identical DE/EN;09.04.1013;mg/mg;mg/mg
Identical DE/EN;09.04.1018;µg/kg;µg/kg
Identical DE/EN;09.04.1033;ng/mmol;ng/mmol
Identical DE/EN;09.04.1034;µg/mmol;µg/mmol
Identical DE/EN;09.04.1035;mg/mmol;mg/mmol
Identical DE/EN;09.04.1036;ng/mol;ng/mol
Identical DE/EN;09.04.1037;µg/mol;µg/mol
Identical DE/EN;09.04.1038;mg/mol;mg/mol
Identical DE/EN;09.04.1041;L/mol;L/mol
Identical DE/EN;09.04.1042;µg/dL;µg/dL
Identical DE/EN;09.04.1043;µL/mL;µL/mL
Identical DE/EN;09.04.1044;mL/mL;mL/mL
Identical DE/EN;09.04.1051;µL/mg;µL/mg
Identical DE/EN;09.04.1052;mL/mg;mL/mg
Identical DE/EN;09.04.1055;µL/kg;µL/kg
Identical DE/EN;09.04.1056;mL/kg;mL/kg
Identical DE/EN;09.04.1058;µL/mmol;µL/mmol
Identical DE/EN;09.04.1059;mL/mmol;mL/mmol
Identical DE/EN;09.04.1060;µL/mol;µL/mol
Identical DE/EN;09.04.1061;mL/mol;mL/mol
Identical DE/EN;09.04.1062;mmol/mL;mmol/mL
Identical DE/EN;09.04.1063;mmol/L;mmol/L
Identical DE/EN;09.04.1064;mmol/m³;mmol/m³
Identical DE/EN;09.04.1065;mmol/mg;mmol/mg
Identical DE/EN;09.04.1066;mmol/g;mmol/g
Identical DE/EN;09.04.1067;mmol/kg;mmol/kg
Identical DE/EN;09.04.1068;mmol/mmol;mmol/mmol
Identical DE/EN;09.04.1069;mmol/mol;mmol/mol
Identical DE/EN;09.04.1070;mol/mL;mol/mL
Identical DE/EN;09.04.1071;mol/L;mol/L
Identical DE/EN;09.04.1072;mol/m³;mol/m³
Identical DE/EN;09.04.1073;mol/mg;mol/mg
Identical DE/EN;09.04.1074;mol/g;mol/g
Identical DE/EN;09.04.1075;mol/kg;mol/kg
Identical DE/EN;09.04.1076;mol/mmol;mol/mmol
Identical DE/EN;09.04.1077;mol/mol;mol/mol
Identical DE/EN;09.04.1083;U/mmol;U/mmol
Identical DE/EN;09.04.1084;U/mol;U/mol
Identical DE/EN;09.04.1085;mg O2/g;mg O2/g
Identical DE/EN;09.04.1086;mg*O2/L;mg*O2/L
Identical DE/EN;09.04.1087;g O2/g;g O2/g
Identical DE/EN;09.04.1088;g*O2/L;g*O2/L
Identical DE/EN;09.04.1089;mg C/g;mg C/g
Identical DE/EN;09.04.1090;mg C/L;mg C/L
Identical DE/EN;09.04.1091;mg KOH/g;mg KOH/g
Identical DE/EN;09.04.1102;µmol/L;µmol/L
Identical DE/EN;09.04.1103;µmol/mol;µmol/mol
Identical DE/EN;09.04.1104;nmol/L;nmol/L
Identical DE/EN;09.04.1109;mg Cl/L;mg Cl/L
Identical DE/EN;09.04.1110;mg/dm²;mg/dm²
Identical DE/EN;09.05.1010;cm2/s;cm2/s
